T-1;DMR;MRP;SMB;HML;MOM
200701;-7.113898636;1.4;0.1;-0.11;0.21
200702;-2.100241331;-1.96;1.32;-0.09;-1.35
200703;-0.811856777;0.68;-0.06;-0.22;2.47
200704;5.449793122;3.49;-2.06;-1.15;-0.16
200705;1.906232379;3.24;0.03;-0.05;-0.26
200706;-10.51650616;-1.96;0.77;-1.13;0.38
200707;0.069502533;-3.73;-2.51;-3.34;2.8
200708;1.779283072;0.92;-0.13;-2.24;0.11
200709;-10.98513182;3.22;-2.29;-1.87;4.59
200710;-22.22247102;1.8;0.22;-2.59;4.96
200711;-6.672338433;-4.83;-2.63;-1.18;0.93
200712;3.385647241;-0.87;0.2;-0.52;6.52
200801;-8.694935369;-6.36;-0.89;3.65;-7.89
200802;-16.6148058;-3.09;-0.23;-0.95;6.14
200803;12.23568204;-0.93;0.94;-0.15;4.1
200804;17.09293889;4.6;-1.64;-0.96;-0.2
200805;10.19934365;1.86;3.22;-1.38;3.21
200806;1.051157386;-8.44;1.27;-2.43;12.54
200807;7.010260598;-0.77;2.47;5.81;-5.15
200808;4.596782102;1.53;3.61;1.56;-4.05
200809;3.578186728;-9.24;-1.13;6.33;0.35
200810;-1.754013152;-17.23;-2.34;-2.9;7.79
200811;4.270615261;-7.86;-2.99;-5.94;7.11
200812;2.524620975;1.74;3.59;-0.24;-5.07
200901;-6.39069637;-8.12;-0.01;-11.1;-1.83
200902;-4.994762496;-10.1;0.16;-7.25;4.18
200903;9.123038812;8.95;-0.08;3.52;-11.38
200904;7.978687336;10.19;4.83;5.46;-34.39
200905;-0.271048272;5.21;-2.33;-0.21;-12.44
200906;-2.731144736;0.43;2.61;-2.71;5.29
200907;7.64452927;7.72;2.07;5.27;-5.36
200908;-0.697138248;3.33;-0.9;7.76;-8.84
200909;6.995761482;4.08;2.45;0.92;-4.93
200910;0.798014319;-2.59;-4.23;-4.18;2.65
200911;2.11953762;5.56;-2.49;-0.17;0.29
200912;5.510944247;2.75;6.11;0.01;2.91
201001;-1.845409929;-3.36;0.38;0.31;-5.38
201002;-3.976904277;3.4;1.21;3.17;3.6
201003;4.756614509;6.31;1.43;2.1;3.66
201004;8.565282704;2;4.98;2.81;3.22
201005;3.522913804;-7.89;0.05;-2.38;-0.13
201006;-0.602512974;-5.56;-1.98;-4.5;-3
201007;0.637226775;6.93;0.17;-0.26;1.88
201008;-1.894980162;-4.77;-3;-1.96;-0.19
201009;-3.031373227;9.54;3.92;-3.12;1.35
201010;6.550202036;3.88;1.14;-2.59;1.64
201011;-0.553672644;0.6;3.71;-0.9;2.53
201012;1.408593298;6.82;0.69;3.82;-3.19
201101;5.770287311;1.99;-2.46;0.83;-0.32
201102;3.425076451;3.49;1.52;1.08;2.03
201103;2.607087812;0.45;2.6;-1.57;3.51
201104;-1.273459058;2.9;-0.35;-2.53;0.07
201105;-7.13967693;-1.27;-0.71;-2.07;-0.56
201106;3.596202914;-1.75;-0.17;-0.33;1.78
201107;-0.299565556;-2.36;-1.3;-1.23;0.08
201108;3.30475649;-5.99;-3.06;-2.44;-0.31
201109;3.620018384;-7.59;-3.49;-1.46;-2.55
201110;-1.759943327;11.35;3.41;-0.17;-1.42
201111;1.639901758;-0.28;-0.17;-0.34;3.99
201112;2.247830639;0.74;-0.71;1.75;1.94
201201;7.254978207;5.05;2.15;-1.11;-7.97
201202;1.83703583;4.42;-1.75;0.09;-0.3
201203;4.403178744;3.11;-0.6;0.87;1.5
201204;1.141064262;-0.85;-0.51;-0.46;3.83
201205;1.685220571;-6.19;0.02;-0.62;6.6
201206;-2.931135851;3.89;0.77;0.44;-1.12
201207;5.621480414;0.79;-2.59;-0.26;3.07
201208;-3.775085755;2.55;0.42;1.32;-2.49
201209;2.873197458;2.73;0.51;1.54;-1.02
201210;4.948185683;-1.76;-1.14;3.79;0.1
201211;2.032439882;0.78;0.58;-0.96;0.38
201212;2.003359609;1.18;1.47;3.56;-2.97
201301;-4.062650113;5.57;0.39;0.95;-1.88
201302;3.559893191;1.29;-0.45;0.03;1.31
201303;1.165401581;4.03;0.78;-0.29;1.94
201304;1.396119168;1.55;-2.42;0.63;0.25
201305;2.366549751;2.8;1.67;2.6;-1.8
201306;2.656114828;-1.2;1.22;-0.18;0.59
201307;-1.593567615;5.65;1.86;0.56;1.74
201308;4.058631386;-2.71;0.3;-2.78;0.05
201309;-3.237548237;3.77;2.93;-1.19;2.97
201310;1.915512548;4.18;-1.49;1.14;0.16
201311;3.646456734;3.12;1.24;0.24;0.4
201312;0.716961976;2.81;-0.5;-0.31;0.07
201401;-2.327917178;-3.32;0.86;-2.09;1.72
201402;4.532719163;4.65;0.32;-0.4;2.08
201403;-0.933497419;0.43;-1.89;5.08;-3.3
201404;0.25479902;-0.19;-4.25;1.14;-3.85
201405;1.321340395;2.06;-1.85;-0.27;1.15
201406;-2.456000461;2.61;3.07;-0.74;0.68
201407;-0.232996936;-2.04;-4.24;0.01;-0.24
201408;-6.091674551;4.24;0.36;-0.58;0.82
201409;-3.963570725;-1.97;-3.83;-1.23;0.53
201410;7.964988813;2.52;4.23;-1.68;0
201411;0.229895398;2.55;-2.09;-2.99;1.05
201412;-2.644550845;-0.06;2.54;2.06;1.06
201501;-7.083402052;-3.11;-0.56;-3.47;3.87
201502;1.166072921;6.13;0.48;-1.79;-2.84
201503;10.18663792;-1.12;3.02;-0.46;2.98
201504;3.37367471;0.59;-2.97;1.86;-7.37
201505;0.34108063;1.36;0.87;-1.37;6.01
201506;0.646288056;-1.53;2.83;-0.79;3.04
201507;6.137640867;1.54;-4.14;-4.12;10.28
201508;0.512176635;-6.04;0.48;2.68;-2.07
201509;-0.775539707;-3.08;-2.64;0.52;5.32
201510;-1.274108653;7.75;-1.97;-0.08;-3.97
201511;7.022558829;0.56;3.64;-0.52;2.28
201512;1.382952802;-2.17;-2.82;-2.58;3.44
201601;2.436961883;-5.77;-3.36;2.1;1.37
201602;3.502807877;-0.07;0.78;-0.48;-4.09
201603;-0.510596989;6.96;0.87;1.12;-5.14
201604;1.346589733;0.92;0.68;3.26;-6.23
201605;1.06273602;1.78;-0.26;-1.81;1.94
201606;1.465573095;-0.05;0.65;-1.49;4.21
201607;1.634294077;3.95;2.65;-1.13;-3.05
201608;0.493666161;0.5;1.15;3.31;-3.09
201609;4.174987306;0.25;2.02;-1.48;-0.56
201610;1.212338913;-2.02;-4.37;4.18;0.65
201611;3.757501773;4.86;5.49;8.27;-4.22
201612;1.256833601;1.82;0.07;3.6;-0.36
2007;-47.83198583;1.4;-7.04;-14.49;21.2
2008;35.49583331;-44.19;5.88;2.4;18.88
2009;25.08572297;27.41;8.19;-2.68;-63.85
2010;13.53597991;17.9;12.7;-3.5;5.99
2011;15.73851689;1.68;-4.89;-8.48;8.24
2012;27.09391905;15.7;-0.67;8.2;-0.39
2013;12.5878752;30.86;5.53;1.4;5.8
2014;-4.346465328;11.48;-6.77;-1.69;1.7
2015;21.63603296;0.88;-3.78;-10.12;20.97
2016;21.83369345;13.13;6.37;19.45;-18.57
