T-1;DMR;MRP;SMB;HML;MOM
201609;7.166538622;0.25;2.02;-1.48;-0.56
201610;1.762861788;-2.02;-4.37;4.18;0.65
201611;4.441799703;4.86;5.49;8.27;-4.22
201612;-0.635940771;1.82;0.07;3.6;-0.36
2007;-39.24646559;1.4;-7.04;-14.49;21.2
2008;41.37775109;-44.19;5.88;2.4;18.88
2009;26.39304726;27.41;8.19;-2.68;-63.85
2010;-2.135062789;17.9;12.7;-3.5;5.99
2011;19.80820289;1.68;-4.89;-8.48;8.24
2012;34.78853629;15.7;-0.67;8.2;-0.39
2013;6.400455051;30.86;5.53;1.4;5.8
2014;-8.46720582;11.48;-6.77;-1.69;1.7
2015;27.28815548;0.88;-3.78;-10.12;20.97
2016;20.90355688;13.13;6.37;19.45;-18.57
