T-1;DMR;MRP;SMB;HML;MOM;DMRR;RF
201401;-2.784983811;-3.32;0.86;-2.09;1.72;-4.664983811;1.88
201402;6.910434651;4.65;0.32;-0.4;2.08;4.930434651;1.98
201403;-1.014777405;0.43;-1.89;5.08;-3.3;-3.054777405;2.04
201404;-1.017136803;-0.19;-4.25;1.14;-3.85;-2.957136803;1.94
201405;0.668503814;2.06;-1.85;-0.27;1.15;-1.531496186;2.2
201406;-0.846867687;2.61;3.07;-0.74;0.68;-3.206867687;2.36
201407;-0.815066375;-2.04;-4.24;0.01;-0.24;-3.135066375;2.32
201408;-5.728340752;4.24;0.36;-0.58;0.82;-7.898340752;2.17
201409;-5.504007628;-1.97;-3.83;-1.23;0.53;-7.674007628;2.17
201410;5.423593506;2.52;4.23;-1.68;0;3.353593506;2.07
201411;0.183529775;2.55;-2.09;-2.99;1.05;-2.076470225;2.26
201412;-3.942087104;-0.06;2.54;2.06;1.06;-6.182087104;2.24
201501;-8.645465687;-3.11;-0.56;-3.47;3.87;-10.73546569;2.09
201502;1.908106731;6.13;0.48;-1.79;-2.84;0.128106731;1.78
201503;9.235797442;-1.12;3.02;-0.46;2.98;7.345797442;1.89
201504;2.852965944;0.59;-2.97;1.86;-7.37;1.042965944;1.81
201505;2.332003883;1.36;0.87;-1.37;6.01;0.522003883;1.81
201506;0.203041608;-1.53;2.83;-0.79;3.04;-1.436958392;1.64
201507;6.362822984;1.54;-4.14;-4.12;10.28;4.862822984;1.5
201508;3.277998919;-6.04;0.48;2.68;-2.07;1.717998919;1.56
201509;1.009723915;-3.08;-2.64;0.52;5.32;-0.620276085;1.63
201510;-3.423379827;7.75;-1.97;-0.08;-3.97;-5.183379827;1.76
201511;10.55432749;0.56;3.64;-0.52;2.28;8.41432749;2.14
201512;1.620212075;-2.17;-2.82;-2.58;3.44;-0.869787925;2.49
201601;-0.028619655;-5.77;-3.36;2.1;1.37;-2.458619655;2.43
201602;0.325810304;-0.07;0.78;-0.48;-4.09;-2.094189696;2.42
201603;0.748702124;6.96;0.87;1.12;-5.14;-1.731297876;2.48
201604;3.122866572;0.92;0.68;3.26;-6.23;0.822866572;2.3
201605;-0.323250286;1.78;-0.26;-1.81;1.94;-2.623250286;2.3
201606;3.24556816;-0.05;0.65;-1.49;4.21;1.05556816;2.19
201607;1.790911759;3.95;2.65;-1.13;-3.05;-0.529088241;2.32
201608;-0.713691442;0.5;1.15;3.31;-3.09;-2.923691442;2.21
201609;7.166538622;0.25;2.02;-1.48;-0.56;4.966538622;2.2
