-10,53837342
-34,29319372
-21,88679245
1,858736059
30,90909091
9,53678474
-6,839186693
-4,247572814
-2,403846154
-15,88785047
12,65164645
-24,07956007
-5,220633935
-6,867588934
-1,144887486
3,078316128
-7,201001773
-12,82424943
-1,497983755
1,007613075







-9,511698882
-27,84131523
12,90215589
-9,002590675
-24,43324937
-7,07964602
-9,368053349
32,77777778
8,434864105
-16,35639729
-11,53027076
-7,825086305
24,07825433
-5,538425044
-6,517205423
-2,636990445
1,877172654
6,093233816
8,292945611
-8,598930481
-1,229308667
0,238980351
-2,1000168
33,70786517
26,31578948
-19,86754967
9,663865547
40,06309148
-10,41948579
-0,196850392
-15,82969432
9,694323144
10,83916084
-4,70398404
-10,06824532
12,31654131
-6,044596867
16,53239185
11,13031455
-3,110830712
-13,48985141
-16,62348296
3,788583275
0,38522839
-6,319621646
-1,42999375
12,78228686
6,283137812
10,15822139
-12,45828699
5,318205991
-8,823913327
3,253410588







10,09174312
-9,756097561
-4,091456076
-10,19172553
-13,2183908
5,643919958
-4,537398085
-1,171303076
8,960229994
-7,16744914
-2,590442162
-7,27820844
2,723146748
-22,53484092
-1,466594241
0,82680592
-2,47542774
10,93510484
1,288287869
-4,591606774
3,440580891
-19,79961927
-2,981391927
-0,92699884
-19,81776765
-2,364273203
-5,885237861
-0,262368815
4,844413011
-8,537414966
3,565587178
2,188477
-3,282275709
-9,230340212
-1,31004367
-5,753424658
-1,862197393
-2,132273222
4,366576819
-4,622688655
8,182298082
-21,78520115
-3,439454235
0,80576664
4,625612927
-1,235416311
-4,868251287
-2,865018177
8,558263336
-3,818892882
-0,042632176
-15,17631976
9,449234758





8,675526414
-6,030707017
-7,065249041
-6,294007012
-1,389833973
-0,350131298
-22,62678804
-9,497847919
-12,52819712
-5,937755938
4,231811549
7,505317534
-10,89385475
-2,814814815
-3,249999998
-2,831402831
-17,84409257
-9,382151029
1,977107182
0,216567406
3,640416044
2,804786835
35,9432475
-5,48294196
-5,599929005
2,283482562
-21,51134466
-5,396798359
-1,756805618
5,968450264
9,874686716
-6,750612101
0,767888308
6,110721897
-0,689785341









-5,797570852




22,76830492
9,601371628
7,838580181
-5,652671133
-2,289465257
15,92145015
7,136404696
12,22222222
-5,303030304
42,85714286
40,74074074
29,67741936
-6,762705084
-4,157480317
-41,96353436
19,93758669
-2,186645844
-18,22004205
-5,57202134
1,315789475
4,369414102
4,22647528
2,49697946
12,98782392
2,865761691
-2,570379438
-9,287257019
-4,347826087
-17,07317073
30
5,785123965
6,451612902
13,03278689
12,03751954
-31,08422522
0,963855422






17,04545454
1,309034906
-37,03855619
-4,858934169
16,08623549
-11,27348643
-0,847457627
4,783950616
5
19,30769231
9,83277592
5,493207325
-8,064516129
-3,890489915
-15,52369077
-44,34782609
5,769230768
-3,638497653
10,05181347
13,48773842
-13,54166667
-12,09766926
-14,86676017
-2,298850575
-37,45072273
19,76744186
5,882352942
26,81481482
33,56973995
-20,52877138
22,27324914
-2,384105961
-21,03703704
25







-10,34482758
-36,93379791
24,03993856
-23,64729459
75,38461538
-24,11575563
7,228915662
45,53805774
11,97007481
-0,301204817
21,22448979
-37,34939759
0,968523001
-21,74369748
6,855345909
-6,64723032
-1,4142166
6,075418996
8,812085145
-6,753846156
-8,428358949
-16,35514019
6,887052341








-17,48329622
-2,247605011
15,48269581
19,60019503
10,94369548
-19,47909024
7,088926174
16,17055511
0,51369863
1,663812087
-13,93174381
9,042553188
-12,8956229
1,388888889
-8,550855087
-9,24437299
0,162337663
7,250470809
-3,925967471
3,697270471
-10,04908293
11,35419551
-19,33560477
-20,91743119
-6,315789475
-14,52631579
16,19170985
4,98687664
1,93236715
-12,83161884
-17,37991266
2,142857144
-19,64128197
-13,35436383
-9,498111172
4,169797144
11,72322609
5,625223935
-6,604803494
-15,16152717
-2,838063438
0,77071291
1,446962467
-22,69453954
0,730141077
-4,056666917
10,11854447
1,775814835
16,32257522
7,103128978
-13,36202024
-10,17911671









-5,885337394
-9,548167093
17,26263872
14,60506706
0,466472303
12,36691237
1,546391753
-2,758247701
-10,21213616
-10,61185468
-2,611940299







-3,10880829
-39,47740113
-6,094674557


-4,02173913
13,20293399
2,240896358
16,29213483
5,300668151
-8,611454472
-8,891752578
-2,567760342
-18,25415399
-9,30014091
-12,1805329
7,374918779
9,480014149
0,398089172
-1,152304609
-3,535075653
-5,120289546
10,13113162
6,216320247
-6,671311616
7,632645866
8,607753232
-1,820072805
6,068268016
1,802816899
-10,65936381
-21,37495061
7,371794873
-2,666043033
1,814516128
-5,986696233
13,58740679
15,11936339
3,377686797
-5,997778601
1,42201835
5,458768872
-1,610738254








-48,54299929
3,947368423
-6,080547514
-2,734026745
-2,544466404
-3,340891912
10,06749964
1,617138908
3,731478135
-0,175791062
1,023187827
-2,885525072









-0,045004502







8,224543076
-6,034124013
16,99029126
-17,35474006
-9,74874372
-12,99734748
13,23313783
-0,838769806
11,15133961
19,42257218
1,265822784
-0,531349629
7,470319633
1,866666668
1,388888888
-22,9338843
-4,278728605
24,25925926
8,333333333
-11,36950904
-3,745318353
-23,34494773
-8,55379189









16,03432701
-13,79068953
-17,6374878
-1,927272727
4,647836968
11,27856101
7,436974788
-2,582398913
-16,29897926
-8,624708625
1,567656766
-14,18918919
-4,723209751
-9,859154928
3,772161448
11,27770535
5,993690854
-6,258565558
-17,67866738
-6,628689797
-1,856540083






2,783964366
-4,213771841
-32,07392197
15,98414795
0,686106346
-21,19565218
-20
-0,77369439
3,195488724
17,26775957
-5,549389567
-8,196721311
5,044699874
0,891364904
-4,91735537
0,679163269
17,15955984
5,106224379
-11,43946616
-0,413983441
2,36869207
-6,09174312
-13,43739396
-2,385389488
-10,79943899
-4,004854369
-5,108940647
1,806239737
7,770270272
1,68086861
-2,754002307
-10,53013798
0,417972831
-0,495162759
-7,742941279
8,771929825
-5,45741325
7,964601768
3,98923801
4,637905306
-0,065483831
3,652058729
-5,592622099
-4,159563125
-16,30342244
-4,126908396
-10,06681515
2,63051804
4,752475247
10,58778333
-8,133530061
-3,166226915
-16,00525788
4,858912595
-2,075682581
-49,36736475
4,713513512
2,037923089
11,48867314
-0,112951807
-6,017964071
-6,564085776
-3,23873122
0,560344831




-5,365126676
8,177172062
6,074168798
-0,969305331
-8,644859812
2,396259496
-11,4151221
-9,792284864
-4,421768708
0,078957756
18,52455201
7,899022801
-9,900320999
-4,115044248
7,446574134
8,537849983
-7,702776266
15,674984
-9,784357902
0,965483947
21,5860292
9,379579873
1,678615141
-7,515580602
-9,949772781
7,484635643






10,43841336
3,463048911
-34,96611214
3,115264796

-6,460674159
0,565184626
-0,173973557
4,415954416
9,295093296
8,605495075
-0,274851122
-0,358762243
3,957681927
-1,926910299
-24,15885273
-15,88664663
-11,22565865
2,37899918
5,860395671
-1,481736732
11,41846253
8,620182405
1,845819759








-25,85365854
-10,61124694




6,537326022
11,02325582
1,287001286
1,83619936
-23,05854241
5,971453541
-8,729595457
0,059677742
-6,291635826
-4,068169326
3,333724615
4,058557486
-5,940239759
0,956805101
-2,61317347
-2,822973161
-15,07177033
33,33333333
-12,5
-6,329113924
27,33050848
15,96009975
-22,24969097
-2,68691589
-3,472222219
1,065162907
-6,646410939
-14,64435146
-3,451776649
1,626794259
10,8490566
10,04784689
-1,409185802
-6,130088908
-17,80756343
6,954436449
3,330449825
-13,41201717
-4,730679157
-2,87110568
14,28571429
-13,04347826
-13,78048781
-36,1952862
-8,92857143
-20,8619001
-12,71676301
-10,66931743
-2,487169365
2,69925611
-0,092936802
-0,488878026
1,05977109
-7,631829734
-13,31939958
2,864427115







-11,76975945
-43,26625387
-3,650336213
2,179836512
-3,043478261
-11,17318436
-17,6276771
3,057553956
-2,020958082
-7,83597239
17,62430939
-30,34039132
-12,50572607
1,419878298
25,49019608
8,881578946
-14,26718547
-9,532888465
-12,5
8,294930876
27,89699571
-11,74089069
7,142857142
5,082041098
-15,67251403
5,02052379
-6,521972357
8,289977914
4,25540538
-17,1475205
-6,846136277
1,968241843
-0,490585925








-3,177458033
-2,659001079
1,159536184
-9,88034188
-9,31712963
4,498147822
1,38500466
7,05500116
7,768842853
13,57095047
-12,55744628
5,736503998
-5,633423182
-22,04049844
-11,44256456
-4,812157029
3,892733564
10,49382716
-3,785137767
-10,16056857
-7,195622436
2,483801296
-12,09696969
-0,224215247
-1,787187245
0,68124776
24,84954378
-1,303927882
1,246253352
-19,74056211
-6,016782717
7,620817845









29,80769231







-6,909590925
-26,7938238
-1,201923075





14,40245148
-6,278456744
-2,547121751
-14,18861513
-0,780031202
-0,891719747
-24,50372695
-3,984626501
-1,131398594
5,878992739
1,471804617
3,962825572
6,876085699
-3,91739571
0,028545837
-3,383495625
-1,657275438
-7,092860476
5,159705159
4,987675803
4,587420657
10,23263125
9,894072571
-12,3727313
-0,278952578
-12,94149007
1,878972092
-5,018435068
4,059590318
7,356643357
0,1918772
19,2920487
-0,967410691
-23,49672346
6,808336737
-29,3764988
-9,942857144
5,218855218
6,601842376
-0,695468914
13,00900901
3,972003501
-5,115363976
0,440394836
-4,618745449
-5,970149254
-3,393617021
-5,394927536
0,786630543
1,423113321
7,504024804
-6,908190821
-4,619201726
-0,002092355
0,567322242
-18,51851852
-13,47434391
-8,755863301
18,14063067
-5,041841003
4,249011856
-11,75975302
-17,94650561
-16,62222222
36,40929065








-21,56448203
-10,2351314
-2,675793403
