T-1;DMR;MRP;SMB;HML;MOM;DMRR;RF
201401;-2.637877769;-3.32;0.86;-2.09;1.72;-4.517877769;1.88
201402;5.875847362;4.65;0.32;-0.4;2.08;3.895847362;1.98
201403;-1.084440539;0.43;-1.89;5.08;-3.3;-3.124440539;2.04
201404;-0.222083019;-0.19;-4.25;1.14;-3.85;-2.162083019;1.94
201405;1.26841084;2.06;-1.85;-0.27;1.15;-0.93158916;2.2
201406;-2.130444868;2.61;3.07;-0.74;0.68;-4.490444868;2.36
201407;-0.573388646;-2.04;-4.24;0.01;-0.24;-2.893388646;2.32
201408;-5.559788804;4.24;0.36;-0.58;0.82;-7.729788804;2.17
201409;-3.849472221;-1.97;-3.83;-1.23;0.53;-6.019472221;2.17
201410;7.573301144;2.52;4.23;-1.68;0;5.503301144;2.07
201411;-0.279367735;2.55;-2.09;-2.99;1.05;-2.539367735;2.26
201412;-2.966145388;-0.06;2.54;2.06;1.06;-5.206145388;2.24
201501;-6.795509464;-3.11;-0.56;-3.47;3.87;-8.885509464;2.09
201502;1.32187956;6.13;0.48;-1.79;-2.84;-0.45812044;1.78
201503;8.661623738;-1.12;3.02;-0.46;2.98;6.771623738;1.89
201504;3.727226219;0.59;-2.97;1.86;-7.37;1.917226219;1.81
201505;1.313020289;1.36;0.87;-1.37;6.01;-0.496979711;1.81
201506;0.066912205;-1.53;2.83;-0.79;3.04;-1.573087795;1.64
201507;5.105840393;1.54;-4.14;-4.12;10.28;3.605840393;1.5
201508;0.094181481;-6.04;0.48;2.68;-2.07;-1.465818519;1.56
201509;-0.428130865;-3.08;-2.64;0.52;5.32;-2.058130865;1.63
201510;-2.251749847;7.75;-1.97;-0.08;-3.97;-4.011749847;1.76
201511;7.759694134;0.56;3.64;-0.52;2.28;5.619694134;2.14
201512;1.844806518;-2.17;-2.82;-2.58;3.44;-0.645193482;2.49
201601;2.520807298;-5.77;-3.36;2.1;1.37;0.090807298;2.43
201602;2.634695529;-0.07;0.78;-0.48;-4.09;0.214695529;2.42
201603;-0.969018012;6.96;0.87;1.12;-5.14;-3.449018012;2.48
201604;1.134998382;0.92;0.68;3.26;-6.23;-1.165001618;2.3
201605;0.597917126;1.78;-0.26;-1.81;1.94;-1.702082874;2.3
201606;1.981499854;-0.05;0.65;-1.49;4.21;-0.208500146;2.19
201607;1.428383079;3.95;2.65;-1.13;-3.05;-0.891616921;2.32
201608;-0.688079394;0.5;1.15;3.31;-3.09;-2.898079394;2.21
201609;5.269845152;0.25;2.02;-1.48;-0.56;3.069845152;2.2
201610;0.705891056;-2.02;-4.37;4.18;0.65;-1.654108944;2.36
201611;3.903452138;4.86;5.49;8.27;-4.22;1.553452138;2.35
201612;1.605575685;1.82;0.07;3.6;-0.36;-0.794424315;2.4
2007;-48.02149545;1.4;-7.04;-14.49;21.2;-92.02149545;44
2008;41.02442635;-44.19;5.88;2.4;18.88;-1.75557365;42.78
2009;18.75965102;27.41;8.19;-2.68;-63.85;-23.15034898;41.91
2010;-0.994397686;17.9;12.7;-3.5;5.99;-42.21439769;41.22
2011;20.40655264;1.68;-4.89;-8.48;8.24;-20.06344736;40.47
2012;32.52932115;15.7;-0.67;8.2;-0.39;-7.35067885;39.88
2013;13.17919809;30.86;5.53;1.4;5.8;-26.32080191;39.5
2014;-4.585449643;11.48;-6.77;-1.69;1.7;-43.63544964;39.05
2015;20.41979436;0.88;-3.78;-10.12;20.97;-18.33020564;38.75
2016;20.12596789;13.13;6.37;19.45;-18.57;-18.33403211;38.46
